sample_id,task,draft,draft_config_label,k,regime,seed,latency_s,ttft_ms,tpot_ms,num_tokens,tokens_per_sec,total_proposed,total_accepted,n_verify_steps,alpha,B_eff,stopped_eos,output_text,gpu_stream_pipeline,gpu_stable_step_shapes,gpu_graph_capture
gsm8k_49,gsm8k,0.6B,0.5B,4,stochastic,42,11.3386,109.09,44.04,256,22.58,500,132,125,0.264,1.06,False," 

Okay, let's see. Let's

Okay, let's think>
Okay, let's calculate the total number of units>
Okay, let's think>
Okay, let's calculate the total number of units>
Okay, let's think step-by>
Okay, let's calculate the total number of units>
Okay, let's see the number >
Okay, let's calculate step-by-step explanation > 

Okay, let's see the total number of unoccupied units.
Okay, let's see the number >
Okay, let's calculate step-by-step explanation here >
Okay, let's see the number >
Okay, let's see the total number of unoccupied units>
Okay, let's see the number >
Okay, let's see the total number of unoccupied_units>
Okay, let's see below

Let me think>
Okay, let's see the number > 

Okay, let's see the number of unoccupied units>
Okay, let's see below>
Okay, let's see below

Okay, let's> 

Okay, let's
Okay, let's see below

Okay, let's see the total number of unoccupied units > 

Okay, let's>
Okay, let's see the total number of unoccupied_units>
Okay, let's",False,True,captured
gsm8k_55,gsm8k,0.6B,0.5B,4,stochastic,42,12.1369,109.32,47.17,256,21.09,535,122,135,0.228,0.9,False," 

Okay, let's see.>

Okay, let's see, 14>
Okay, let's see the number >. 

Let me think>
Okay, let's see below >

To determine the number of bags Jean can be careful calculation here >
Okay, let's see the number > 

Okay, let's see the number > 

Let me think>
Okay, let's see the thought>
Okay, let's see the thought>
Okay, let's see, let's see the steps here > 

To determine the number of lollipops>
Okay, let's see the number > 

Okay, let's> 

Okay, let's see.>

Okay, let's see below >
Okay, let's see below >

Okay, let's> 

Okay, let's>
Okay, let's see the number > 
Okay, let's see the number of bags>
Okay, let's see below >
Okay, let's see below >
Okay, let's see the number of bags Jean has to be careful calculation here >.
Okay, let's see the number of bags>
Okay, let's see the number of bags Jean has to be a number > 

Okay, let's

Okay, let's see the number of bags Jean has to",False,True,captured
gsm8k_56,gsm8k,0.6B,0.5B,4,stochastic,42,10.3283,109.07,40.08,256,24.79,453,143,114,0.3157,1.25,False," Also, what is the Also, what is the? (The problem asking price of the total cost of each time it is the total cost of the total cost for the total cost for the total cost of  total cost for 20. total cost for the  total cost for  total cost for 42 divided by 3rd cost of each movie ticket and the total cost for  total cost for 5. total cost for 50 total cost for 3rd term for the total cost for 5th total cost for 3 times he can he can go to the movies? (total cost for 2 times he can go to the movies ticket and popcorn cost of the total cost for 42 divided by 7? I don't know what is the total cost for the  total cost for 4 times he can go to the total cost for 10th total cost for 10 total cost for 5 times he can go to the movies and the total cost for 7? Also, what is the total cost for  total cost for 5 times he can go to the total cost for 5. total cost for 7?

Wait, the total cost for the 3. total cost for 42",False,True,captured
gsm8k_57,gsm8k,0.6B,0.5B,4,stochastic,42,12.0436,108.58,46.8,256,21.26,531,124,133,0.2335,0.93,False," 

Okay, let's see.>

Okay, let's>

Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see below > 

Okay, let's think>
Okay, let's think step-by- 10>
Okay, let's think>
Okay, let's see below

Okay, let's see below > 

Okay, let's think step-by>
Okay, let's see below >

To determine the maximum number of boxes>

Okay, let's think>
Okay, let's see below >
Okay, let's see below >

Okay, let's answer here >

To determine the maximum number of boxes>

Okay, let's see below > 

To determine the maximum number of the number >
Okay, let's see below >
Okay, let's see below > 

Okay, let's number >

To determine the maximum number of the number >
Okay, let's see below >

To determine the maximum number of boxes>
Okay, let's see below >
Okay, let's see below

Let me solve this step by step, 2222>
Okay, let's think>
Okay, let's see below > 

Okay, let's number >

To determine the maximum",False,True,captured
gsm8k_59,gsm8k,0.6B,0.5B,4,stochastic,42,12.3846,109.11,48.14,256,20.67,545,120,137,0.2202,0.88,False," 

To find the total number of raspberries>
To find the total number of the numbers >
To solve the problem step-by> 

Okay, let's see the number >
To find the total number >
To find the total number >
To solve this is 13838670> 

To find the total number >
To solve this is a number >
To solve this step-by- 19779700 + 67 + 67967797728767677>
To find the total number of the clusters and then the total number >
To solve this problem solution > 

Okay, let's> 

Okay, let's see.>

To find the total number of the clusters and then the total number of raspberries>
To solve the number > 

Okay, let's see below >
To find the total number >
To solve this problem solution > 

To find the total number of the total number >
To solve this problem, let's see the total number of raspberries>
To find the total number > 

To find the total number of the total number of the total number > 

Let me calculate the total number of raspberries>
To find the total number >
To solve",False,True,captured
gsm8k_62,gsm8k,0.6B,0.5B,4,stochastic,42,12.8748,108.89,50.06,256,19.88,568,115,142,0.2025,0.81,False," 

Final Answer: < 

Let me

Final Answer>
Okay, let's see.>
Okay, let me think>
Okay, let me think>
Okay, let me think>
Okay, let me think>
Okay, let's see the number >
To determine the value >
To determine the pension amount > 

Okay, let me think>
Okay, let me>
Okay, let's annual pension amount > 
Okay, let me to be 250.>

Okay, let's

Final Answer: <

Okay, let'something>
Okay, let's
Okay, let's value. 2500>

Okay, let'something>
Okay, let's value >
Okay, let's>

Okay, let'something>
Okay, let's 25000>
Okay, let's see solution > 

Final Answer: <

Final Answer>
Okay, let's annual pension amount >
To determine the correct number >
To determine the correct number here >
Okay, let's see the value of the pension is 2500.>

Okay, let's pension amount >
Okay, let's see the number > 

To determine Marcy's annual pension after 30.>

Okay, let's value >
Okay, let's",False,True,captured
gsm8k_66,gsm8k,0.6B,0.5B,4,stochastic,42,11.039,109.45,42.86,256,23.19,483,135,122,0.2795,1.11,False," 

Okay, let's see.>

Okay, let's see below >
Okay, let's think>
Okay, let's see the total number of people >
Okay, let's think>
Okay, let's see below >

To determine the total number of people>
Okay, let's think>
Okay, let's think>
Okay, let's see below >

Okay, let's see below > 

Okay, let's think>
Okay, let's see the total number of people is the number >
Okay, let's think step-by-20>
Okay, let's see below > 

Okay, let's 122220>
Okay, let's see the total number of people, let's solve this step by step >

To determine the total number of people>
Okay, let's see the total number of people > 

Okay, let's see the total number of people is the total number >
Okay, let's see below






To determine the total number of people>
Okay, let's see below > 

Okay, let's



To determine the total number of the total number >
Okay, let's see the total number of people > 

Okay, let's>
Okay, let's see the total",False,True,captured
gsm8k_67,gsm8k,0.6B,0.5B,4,stochastic,42,11.9434,110.19,46.4,256,21.43,525,125,132,0.2381,0.95,False," 

Okay, let's see.>

Okay, let's think>
Okay, let's think>
Okay, let's calculate the number of gems>
Okay, let's calculate the number of gems>
Okay, let's see the number > 

Okay, let's think>
Okay, let's calculate the total number of gems >
To solve step-by> 

Okay, let's see the number >
To solve step by step and then put your answer >
To solve this is the number > 

Okay, let's think>
Okay, let's calculate the total number of gems > 

Okay, let's>

To solve this problem, we need to find the total number of gems >
To solve step by step >

To find the total number of gems > 

Let me solve the number >
To find the total number of the number > 

Okay, let's>
Okay, let's see the number of gems>
Okay, let's calculate the total number of gems >
To find the total number of the number of the number >
To solve step by step >

To find the total number of the number of gems>
Okay, let's see the number of gems>
Okay, let's see the number of gems>
Okay, let's number >
To solve this problem, we need",False,True,captured
gsm8k_68,gsm8k,0.6B,0.5B,4,stochastic,42,10.9397,109.18,42.47,256,23.4,481,136,121,0.2827,1.12,False," 

Okay, let's see the number > 

Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see solution here >
Okay, let's think>
Okay, let's see the number >
Okay, let's see solution here >
To solve this problem, we need to find the number of teachers > 

To solve the number > 

Okay, let's> 

Okay, let's>
Okay, let's see solution here >
Okay, let's think>
Okay, let's see the number of teachers > 

Okay, let's see the number > 

Okay, let's

Okay, let's see the number of teachers > 

Okay, let's

Okay, let's see solution > 

Let me think>
Okay, let's think>
Okay, let's see solution >
Okay, let's see solution > 

Okay, let's

Okay, let's see the number of teachers >.
Okay, let's think>
Okay, let's think>
Okay, let's see the number of teachers >
Okay, let's see the number of teachers >

Okay, let's see the number of teachers > 

To solve the number >
Okay,",False,True,captured
gsm8k_69,gsm8k,0.6B,0.5B,4,stochastic,42,13.3934,109.58,52.09,256,19.11,591,107,149,0.181,0.72,False," 

Okay, let's see.>

To determine the number >
To determine the initial amount of money > 

Okay, let's see the number >
To determine the initial amount of the amount > 
Let me think through the answer >

To determine the amount > 

Okay, let me think>
Okay, let me think>
Okay, let me think. So, let me think>
Okay, let me think>
Okay, let's see the answer >
To determine the initial amount of money > 

Okay, let me think > 

Okay, let me think. So, let me think through the number >
To determine how much money did not yet to be careful calculation > 

Okay, let's starting amount > 

Okay, let me think step-by> 

Okay, let's see below




To determine how much money did not provide answer > 

Okay, let me think about 20> 

Okay, let'st>
Okay, let's money started with $750> 

To determine the amount > 

Okay, let's starting amount > 

Okay, let's money > 

Okay, let's starting amount > 

Okay, let's start amount >.

Okay, let's starting amount > 

Okay, let'something>
",False,True,captured
gsm8k_73,gsm8k,0.6B,0.5B,4,stochastic,42,13.0124,108.36,50.6,256,19.67,570,112,144,0.1965,0.78,False," 

Final Answer: < 

Okay, let's see. 

Okay, let me solve step-by-the number > 

Final Answer>
Okay, let's see.>

To determine the correct answer here >
To determine the total amount >

To determine the total cost of the total amount > 

Okay, let's see the answer here put your answer here put your answer here >. 

Okay, let's>

To determine the total cost of the correct answer >
To determine how much will be sure to include the answer here >
To determine the total cost of the total amount, including the interest>
Okay, let's see.>

To determine the total cost first calculate the total cost of the answer >
To determine how much will Shiela will be careful calculation here >
To determine the total cost of the correct answer here >

Okay, let's see below > 

Let me think>
Okay, let me.>

To determine the total cost of the total amount.>

To determine the total cost of the correct answer here >
To determine how much will sheila>

To determine the total cost of the total amount > 

Let me solve the correct answer here >
To determine the total cost of the answer >
To solve the problem step by step-by-4655775",False,True,captured
gsm8k_78,gsm8k,0.6B,0.5B,4,stochastic,42,12.7474,108.79,49.56,256,20.08,560,116,140,0.2071,0.83,False," What is the final answer?
Let me think about the total cost?
Okay, let's see. 

Okay, let me?

Okay, let me?
Okay, let me?

Let me figure?

Let me think.

Okay, let me?

Let me think. (just the total cost?
Okay, let me?
Okay, let's see. 

Step 1: ?
Answer: <number?

Okay, let me?

Okay, let's see the difference in dollars?

Okay, let me?

Let me think. So, the better price?

Okay, let's see the total cost for 18?
Let me know?

To be? (in dollars?

Okay, let's number?

Okay, let's number?

To what is the total cost?
Okay, let's see above?

Let me try to find the total cost for each time?

Wait, the question is asking for the difference in dollars?

Okay, let's value?
Let me think. What is the final answer?

Okay, let me know?

Okay, let's value?

Okay, let me know?

Let me think. (This is a. What is the final answer?

Okay, let me know?

Okay, let's value?

To solve this problem?

Okay, let's see",False,True,captured
gsm8k_90,gsm8k,0.6B,0.5B,4,stochastic,42,9.5086,109.15,36.86,256,26.92,416,151,105,0.363,1.44,False,"  Also, what is the Also, what is the Also, what is the total weight of the total weight of the potato salad per capita?

Wait, the question?  total weight of the potato salad per person's total weight of the number of pounds of the total weight of the potato salad's value of the number of pounds of potato salad's total weight of the potato salad per person?

Wait, the total weight of the potato salad in the total weight of the potato salad per person?

Wait, the total weight of the potato salad's total weight of the potato salad per person?

Answer: <number of the total weight of the potato salad per person?

Wait, the total weight of the potato salad's total weight of the potato salad per person?

Okay, let meaus?

Wait, I donut of the number of pounds of potato salad's total weight of the total weight of the potato salad's total weight of the potato salad's total weight of the potato salad per person?

Let me check digit in the question?  total weight of the potato salad's total weight of the total weight of the potato salad per person?

Wait, the question seems like a) total weight of the potato salad's total weight of the potato salad per person?

Wait, that he",False,True,captured
gsm8k_97,gsm8k,0.6B,0.5B,4,stochastic,42,11.7059,109.07,45.48,256,21.87,517,127,130,0.2456,0.98,False," 

Okay, let's see the number >
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the number >
Okay, let's think>
Okay, let's see the number >
Okay, let's see the number >
Okay, let's see the number >
Okay, let's answer>
Okay, let's think step-by-step reasoning steps here >
Okay, let's think>
Okay, let's think step-by>
Okay, let's see the number of tomatoes used is 6>
Okay, let's see the number >
Okay, let's see the number of tomatoes used >

To determine the number of tomatoes Freda>
Okay, let's see the number >
Okay, let's see below >
Okay, let's see the number of tomatoes used 48>
Okay, let's see below
Okay, let's see below > 

Okay, let's think step-by>
Okay, let's see the number of tomatoes used >
Okay, let's see the number of tomatoes used 6>
Okay, let's see the number of tomatoes used > 

Okay, let's see the number >
Okay, let's see below
Okay,",False,True,captured
gsm8k_100,gsm8k,0.6B,0.5B,4,stochastic,42,12.0918,108.55,46.99,256,21.17,530,123,134,0.2321,0.92,False," 

Okay, let's see the number >

Okay, let's>
Okay, let's see below >
Okay, let's see the steps here put your answer here put your answer here > 

Let me think through the number >

Okay, let's see the number >
Okay, let's see below
Okay, let's try to find the answer here put final answer here > 

Okay, let's calculate the total number of doorbell rings>
Okay, let's think>
Okay, let's think>
Okay, let's try to calculate it's>
Okay, let's think>
Okay, let's try to figure out of the number >

Okay, let's see the number >

To solve the number >

Okay, let's see below

Let's>

Okay, let's try to solve step by step >

Okay, let's see, let's calculate the number of doorbell rings>
Okay, let's try to solve the total number of doorbell_rings>
Okay, let's try to figure out the number of doorbell rings>
Okay, let's try to calculate step-by> 

Okay, let's answer here put your answer here >

Okay, let's try to find the total number of doorbell rings >

To solve the number >

To solve the",False,True,captured
gsm8k_107,gsm8k,0.6B,0.5B,4,stochastic,42,10.7392,108.76,41.69,256,23.84,470,138,118,0.2936,1.17,False," 

Okay, let's see.>

Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see below >
Okay, let's think>
Okay, let's try to find the number >
Okay, let's think>
Okay, let's try to find the answer here >
Okay, let's think>
Okay, let's try to find the answer here >
Okay, let's see the number > 
Okay, let's try to figure out the number >
Okay, let's try to solve this step by step >

To determine the number of 30>
Okay, let's see the number >
Okay, let's try to figure out the total number >
Okay, let's try to find the answer >
Okay, let's try to solve this step by step, 2>
Okay, let's try to find the answer here >

To determine the number of 30. 

Okay, let's see the number >
Okay, let's try to find the answer here >

To determine the total number of 3>
Okay, let's try to find the answer >
To determine the answer >
To determine how many 30-minute episodes> 

Okay, let's

Okay, let's try to figure",False,True,captured
gsm8k_112,gsm8k,0.6B,0.5B,4,stochastic,42,11.3424,108.66,44.05,256,22.57,499,132,125,0.2645,1.06,False," 

Okay, let's see the number > 

Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the number >
Okay, let's think>
Okay, let's think>
Okay, let's> 

Okay, let's see the number > 

Okay, let's>
Okay, let's see the number >
To determine the number of cleanings >

To determine the number of cleanings>
Okay, let's see the number > 

Okay, let's

Okay, let's see the number of the number > 

Okay, let's

To determine the number of lessons per day > 

To determine how many times>
Okay, let's see the number of cleanings >. 

Final Answer>
Okay, let's see the number of cleanings per day.
Okay, let's see the number of cleanings per day.>

Okay, let's see the number >. 

Final Answer>
Okay, let's see the number of cleanings per day.
Okay, let's see the number of cleanings>
Okay, let's see the number of cleanings per day.
Let's>

Okay, let's see the number of clean",False,True,captured
gsm8k_113,gsm8k,0.6B,0.5B,4,stochastic,42,12.0009,110.32,46.63,256,21.33,530,123,133,0.2321,0.92,False," Also, what is the? (2nd of the total number of flowers that is the total number of flowers that is 5th fraction of the flowers per day growth rate of the numbers of the total number of flowers that the average number of flowers that is the total number of the number of flowers that Ryan's value of the total number of flowers he has planted seeds he planted?

Wait, the total number of flowers if he plants 3rd of 14thir average number of flowers that Ryan's total number of flowers that Ryan's age of the baby's 15?

Wait, I think I need for the total number of flowers that he planted seeds he used number of flowers that he has 20 total number of flowers that is the total number of flowers that he has if he has the total number of flowers that Ryan's probability that Ryan's age of the person's number of flowers that 10 total number of flowers that Ryan's age of the flower count of the number of flowers that Ryan's total number of flowers that Ryan's total number of flowers if he plants that he is the area of a) total number of flowers if 2nd of the problem asking for the total number of flowers he total number of flowers that Ryan's total",False,True,captured
gsm8k_121,gsm8k,0.6B,0.5B,4,stochastic,42,11.7565,109.11,45.68,256,21.78,518,126,131,0.2432,0.96,False," 

Okay, let's see.>

Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the total number > 
Okay, let's think>
Okay, let's see the total number >
Okay, let's think>
Okay, let's see the total number of fruits they have a number >
Okay, let's see the total number of fruits >
Okay, let's see the total number >
Okay, let's think>
Okay, let's see below >

Okay, let's see the total number of fruits >

To solve this problem, we need to find the total number of fruits >

Okay, let's think>
Okay, let's see below >

Okay, let's see the total number of fruits >
Okay, let's see below >

Okay, let's>

To solve step-by> 

Okay, let's see below >

Okay, let's>
Okay, let's see the total number > 

Okay, let's> 

Okay, let's>

To solve step by step >

To solve this is this is 493783>
Okay, let's see the total number of fruits >
Okay, let'something>
Okay",False,True,captured
gsm8k_125,gsm8k,0.6B,0.5B,4,stochastic,42,8.7786,109.1,34.0,256,29.16,382,161,96,0.4215,1.68,False," Let's solve this problem step by step, step by step, step by step, step by step, using the information given. 

Okay, let's see. 

Okay, let's go step by step, step by step, step by step, step by step, step by step, step by step, step by step, using a step by step, step by step, using the information given. 

Okay, let's go step by step, step by step, step by step, using the information given. 

Okay, let's break it step by step, step by step, step by step, step by step, using a step at your step by step, step by step, using the information given. 

Okay, let's see if the problem step by step, step by step, using the information given.

Okay, let's break it step by step, step by step, using a step at your own step by step, using a step at your own pace.

Okay, let's break it down step by step, step by step, using a step at a step by step, step by step, step by step, using a step at a step at the problem step by step, step by step, step by step, using the information",False,True,captured
gsm8k_126,gsm8k,0.6B,0.5B,4,stochastic,42,10.7883,109.49,41.88,256,23.73,473,138,119,0.2918,1.16,False," 

Okay, let's see.>

Okay, let's'920>

To determine the total number of saus> 

Okay, let's see below
Okay, let's see the total number of sausages>
Okay, let's think>
Okay, let's see below >
To determine the total number of sausages
Okay, let's think>
Okay, let's think>
Okay, let's see the total number of sausages>
Okay, let's think>
Okay, let's see the total number of sausages>
Okay, let's see the total number of saus>
Okay, let's see the total number of saus>
Okay, let's see the total number of saus>
Okay, let's see the total number of sausages>
Okay, let's see the total number of saus>
Okay, let's see below >
To determine the total number of the total number of saus>
Okay, let's see below >
Okay, let'solution>
Okay, let's see the number >
To determine the total number of sausages>
Okay, let's see below
Okay, let's see the number >
To determine the total number of the total number of sausages>
Okay",False,True,captured
gsm8k_132,gsm8k,0.6B,0.5B,4,stochastic,42,13.1571,109.2,51.17,256,19.46,580,112,145,0.1931,0.77,False," 

Okay, let's see.>

Okay, let's think>
Okay, let's think>
Okay, let's see the total tickets>
Okay, let's see the total tickets used tickets>
Okay, let's think>
Okay, let's think>
Okay, let's see the total tickets used by both of the total tickets>
Okay, let's see the total tickets used by both of them used tickets>
Okay, let's see the total number >
To determine the total number of rides >
To determine the total number > 

Okay, let's see the total tickets>
Okay, let's think>
Okay, let's think>
Okay, let's see the total tickets>
Okay, let's think step-by> 

Okay, let's think>
Okay, let's see the total number > 

To determine the total number >
To determine the total number of the total tickets used >
To determine the total number >
To determine the total number >
To determine the total number > 

To determine the total number of the total number > 

To determine the total number > 

Let me think>
Okay, let's see the total number of tickets>
Okay, let's see the total tickets>
Okay, let's see the total number of tickets>
Okay, let's",False,True,captured
