sample_id,task,draft,draft_config_label,k,regime,seed,latency_s,ttft_ms,tpot_ms,num_tokens,tokens_per_sec,total_proposed,total_accepted,n_verify_steps,alpha,B_eff,stopped_eos,output_text,gpu_stream_pipeline,gpu_stable_step_shapes,gpu_graph_capture
gsm8k_49,gsm8k,0.6B,0.5B,4,deterministic,42,7.4274,107.6,28.71,256,34.47,328,174,82,0.5305,2.12,False," 

First, let's find the total number of units in the building. The total number the total number of units in the total number of units in the building. Let's find the total number of units in the building. The total number of units in the building. There are 15 floors. Let's find the total number the total number of units in the building. There are 15 floors. Let's find the total number of units in the total number of units in the total number of units in the total number of units in the total number of units in the building. There are 15 floors. Let's find the total number of units in the total number of units in the building. There are to find the total number of the total number of units in the building. There are to find the total number the total number of units in the total number of units in the building. There are to find the total number of the total number of units in the total number of units in the total number of units in the building. There are 15 find the total number of units in the building. The total number of units in the total number of units in the building. There are to find the total number of the total number of units in",False,True,captured
gsm8k_55,gsm8k,0.6B,0.5B,4,deterministic,42,9.2966,107.16,36.04,256,27.54,409,154,103,0.3765,1.5,False," 

Let me solve this problem. 

Okay, let's see. 

Okay, let me step by breaking it step by step. 

First, Jean starts with  step by step. 

Okay, let me step by step. 

First, Jean starts with Jean starts with Jean starts with Jean starts with Jean having a step by step. 

First, Jean starts with Jean starts with Jean having a step by step. 

First, Jean starts with Jean having a step by step. 

Okay, let's step by step. 

First, Jean starts with Jean having a step by step. 

Okay, let's step by step. 

First, Jean starts with Jean having  step by step. 

First, Jean starts with Jean having 30 lollipops. Jean starts with the problem step by step. 

First, Jean starts with Jean having a step by step. 

Okay, let's step by step. 

First, Jean starts with  step by step. 

Okay, let me step by step. 

First, Jean starts with Jean having 30 lollipops. Jean starts with the steps. 

First, Jean starts with Jean having a step by step. 

Okay, let's step by step. 

First,",False,True,captured
gsm8k_56,gsm8k,0.6B,0.5B,4,deterministic,42,10.7296,106.66,41.66,256,23.86,479,137,120,0.286,1.14,False," Also, he has  (another 12 quarters, 12 quarters, dimes 120.5 quarters, dimes and 12 quarters, 12 quarters, 12 quarters, 12 quarters, dimes and nickels and 12 dollars for the week. How many candies that he can spendable to buy a coupon for 12 quarters, 10.5 pounds of popcorn for the following items that he can spendable money for the week. How many candies that costum... (another 12 quarters, 12 quarters, dimes and nickels and dimes and nickels and dimes in his own a coupon for 10.5 kilograms of popcorn.5 quarters, dimes and nickels in his own popcorn for the week. How many times can he go to the movies?

Wait, the following items that he can spend on his own a coupon for 10.5 kilograms of popcorn. How many times can he go to the movies?

Wait, the question: 120.5 pounds of popcorn. How many candies that costumers for the week. How many candies that cost $12 in his own popcorn for the movies. How many",False,True,captured
gsm8k_57,gsm8k,0.6B,0.5B,4,deterministic,42,11.0002,106.82,42.72,256,23.27,490,134,123,0.2735,1.09,False," 

Answer: <number>
Answer: 

Okay, let's see. To solve this step                     1. **Step 1: Determine the maximum number of boxes is the maximum number of boxes is the maximum number of boxes.

To solve this step  1. **Understood on the bridge's weight limit is the maximum number of boxes is the maximum number of boxes.

To solve this step by the maximum number of boxes is  1. The bridge can carry no

To solve this step by the maximum number of boxes is the maximum number of boxes.

To solve this problem. To solve this step  1. The bridge's

To solve this problem. Let me

To solve this problem, let me

To solve this problem, we need to determine the maximum number of boxes is the maximum number of boxes.

To solve this step 1. **Step 1: Determine the maximum number of boxes is  1. The bridge's

To solve this problem, we need to determine the maximum number of boxes.

To solve this problem, we need to determine the maximum number of boxes.

To solve this problem, we need to determine the maximum",False,True,captured
gsm8k_59,gsm8k,0.6B,0.5B,4,deterministic,42,9.557,107.44,37.06,256,26.79,425,150,107,0.3529,1.4,False," 

To find the total number of raspberries>
To find the total number of the problem solution > 

To find the total number >
To find the total number >
To solve the problem step-by-step reasoning steps here put your answer here >
To find the total number of the problem solution here put the total number of raspberries>
To solve the problem step by the total number of raspberries>
To find the total number of the problem solution here >
To solve this is the total number of raspberries>
To find the total number >
To solve this is a number >
To solve the total number of raspberries >

To find the total number of the problem solution here >
To solve this problem solution > 

Okay, let's see.>

To find the total number >
To solve this is a number >
To solve this is a number >
To solve this is a number >
To solve this is a number >
To solve this is a number >
To solve this is a number >
To solve this is a number >
To solve the total number of raspberries>
To solve the total number of raspberries>
To solve the total number of raspberries>
To solve this is a number >
To solve this is a number >
To solve this is a number >
To solve the total number",False,True,captured
gsm8k_62,gsm8k,0.6B,0.5B,4,deterministic,42,13.1836,107.32,51.28,256,19.42,588,109,147,0.1854,0.74,False," 

Answer: <number>
Answer: 

Okay, let's try to find the answer: 

Okay, let me. 

Okay, let me. 

Okay, let me. 

To solve this problem, we need to calculate the answer: 

Step 1: Determine the answer: 

Step 1. 

Okay, let me. 

To solve this step                       1. First, let me. 

To solve this step  1. First, let's

Answer: <number>
Answer: 

Step 1: Determine the answer to
Okay, let's try to find the answer is the answer: 

Step 1: Determine how to
Okay, let's see the answer: 

Step 1: Determine the answer to the question: 

Step 1: Determine how to
Okay, let's

Answer: <number>
Okay, let's try to find the answer

Answer: <number>
Answer: 

Step 1: 

Step 1: Determine how to
Okay, let's see the answer is                 1. First",False,True,captured
gsm8k_66,gsm8k,0.6B,0.5B,4,deterministic,42,9.199,106.85,35.66,256,27.83,409,153,103,0.3741,1.49,False," 

Let me think... First

Okay, let's break this problem is to solve the problem is to figure out how many teams. Okay, let's break down the line: Each school has two schools. Okay, let's break down the line: Each school has two schools. There are four schools. Each school has two schools. There are four schools. Each school has two schools. There are four schools. Each school has two schools have to solve the problem is to figure out how many people are the problem is to figure out how many people are the teams. There are four schools. Each school has two schools. There are four schools. There are four schools. Each school has two schools. There are four schools. There are four schools. Okay, let's break down the line: Each school has two teams. There are four schools. Each school has two schools. There are four schools. There are four schools. Each school has two schools have to figure out how many teams. There are four schools. Each school has two schools have to figure out how many people are the problem is to figure out how many people are the teams. Each school has two teams: Each school has two teams. There are four schools. Each school has two teams: Each",False,True,captured
gsm8k_67,gsm8k,0.6B,0.5B,4,deterministic,42,11.6774,108.13,45.37,256,21.92,519,127,130,0.2447,0.98,False," 

Okay, let's see.>

To solve this problem, we need to find the total number of gems >
To solve the number >
To solve the problem step-by>
Okay, let's see the number >
To solve the problem step by the number >
To solve the problem step by step-by>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the number >
To solve the problem step by step-by>
Okay, let's see the number of gems>
Okay, let's think>
Okay, let's see the number of gems>
Okay, let's see the number of gems in the chest. 

Okay, let's see the number >
To solve the problem step by step-by>
Okay, let's see the number of gems>
Okay, let's see the number of gems>
Okay, let's see the number of gems in the number >
To solve this is the number >
To solve this problem solution > 

Okay, let's see the number >
To solve this is the number of gems in the chest. 

To solve this problem solution > 

Okay, let's>

To solve this problem, let's solve the number >
To solve this is the number of gems in the chest.",False,True,captured
gsm8k_68,gsm8k,0.6B,0.5B,4,deterministic,42,9.3527,107.9,36.25,256,27.37,415,153,104,0.3687,1.47,False," 

Okay, so step by step. 

Okay, so step by first. 

Okay, so step by step. 

First, I think step by first. 

Okay, so step by step. 

First, I think the problem step by step. 

First, I think the problem step by step. 

First, I think the first. 

Okay, so step by step. 

First, I think the first. 

Okay, so step by step. 

First, I think the first step by first. 

Okay, so step by step. 

Okay, so the problem step by step. 

First, I think the first step by first finding the total number of students to find the number of students to find the number of students to find the number of the problem step by step. 

First, I think the first step is a step by step. 

First, I think the first step is a step by step. 

Okay, let me think step by step. 

First, I think the first step is a step by step. 

Okay, let me think step by step. 

First, I think the first step is a step by step. 

Okay, so the problem step by step. 

First, I think the first",False,True,captured
gsm8k_69,gsm8k,0.6B,0.5B,4,deterministic,42,10.271,107.96,39.85,256,24.92,456,142,114,0.3114,1.25,False," 

Let me solve this problem. 

Okay, let's see if I need to find out how much like a step by step.

Okay, so Bailey starts with the problem step by step.

Okay, so Bailey receives a weekly allowance of $5 times 8. 

Okay, so Bailey receives $5 times 8. 

Okay, so Bailey receives $5 times 8. So, step by step.

Okay, so I need to find the problem step by step.

Okay, so Bailey receives a step by step.

Okay, so Bailey receives a step by step.

Okay, so Bailey receives $5 each step by breaking it down into steps.

Step 1: Determine the total amount of money she has to understand the problem step by step.

Okay, so Bailey receives a step by step.

Okay, so Bailey receives $5 each step by step by breaking it down into steps:

Okay, let me think. 

Okay, so Bailey receives $5 each step by step.

Okay, so Bailey receives $5 each step by step.

Okay, so Bailey receives $5 each step by step.

Okay, step by step.

Okay, step by step.

Okay, step by step.

Okay, so Bailey receives $5 each step by step.

Okay,",False,True,captured
gsm8k_73,gsm8k,0.6B,0.5B,4,deterministic,42,8.2547,107.17,31.95,256,31.01,364,165,92,0.4533,1.79,False, (A) $1 (A (A (A (A (B) $15 (A (B) $50 (B) $50 (B) $50C (B) $50C (B) $50000000 (A (A (A) (A) $150 (A (A) $150 (B) $50 (B) $50 (B) $50C (B) $50C (B) $50C (B) $50C (B) $500 (A (A) $1 (A) $15 (A) $1 (A) $1 (A) $15 (A) $1 (A) $15 (A) $15 (A) $1 (A) $1 (A) $1 (A) $15 (A) $15 (A) $1 (A) $15 (A) $1 (A) $1 (A) $15 (A) $1 (A) $15 (A) $15 (B) $50C (B),False,True,captured
gsm8k_78,gsm8k,0.6B,0.5B,4,deterministic,42,6.9598,107.38,26.87,256,36.78,307,180,77,0.5863,2.34,False, (B) $ (B) $2 (B) $2 (B) $2C) (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2C) (B) $2 (C) $ (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $2 (B) $,False,True,captured
gsm8k_90,gsm8k,0.6B,0.5B,4,deterministic,42,9.7108,107.24,37.66,256,26.36,430,149,108,0.3465,1.38,False,"  Also, if there will be 3 more than 10% be 30. be 3 more than 10 adults and 30.5 children who is a 10% of 10% be 3 more than 10. be 3 more than 10 adults and 10% of the same number of 3 more than 10 adults and 10% of 10% of 10% be 3 more adults and 10% be 3 more adults and 10% of 10% be 3 more adults than 100. be 3 more adults and 5 children who is 3 more than 10 adults and 10% of 10% of 10% of 10% of 10% of 10% be 3 more adults and 5 children at least 3 more than 10 adults and 10% be 3 more adults and 5 children who are 30.5 lbs of 3 more adults and 5 children at least 10% be 10% of the same number of adults and 10%",False,True,captured
gsm8k_97,gsm8k,0.6B,0.5B,4,deterministic,42,10.7118,108.76,41.58,256,23.9,475,137,119,0.2884,1.15,False," 

Okay, let's see the number >
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the number >
Okay, let's see the number >
Okay, let's>
Okay, let's think>
Okay, let's see the steps here >
Okay, let's think>
Okay, let's see the steps here >
Okay, let's see the steps here > 

Okay, let's think>
Okay, let's see the steps here > 

Okay, let's see the steps below > 

Okay, let's see the steps below > 

Okay, let's think through the number >
Okay, let's think through the problem step-by>
Okay, let's see the steps here > 

Okay, 16>
Okay, let's see the steps here > 

Okay, 1248>
Okay, let's>
Okay, let's see the steps below > 

Okay, let's think through the problem step-by>
Okay, let's see the steps here > 

Okay, 12 >
Okay, let's see the steps here > 

Okay, let's see the steps below",False,True,captured
gsm8k_100,gsm8k,0.6B,0.5B,4,deterministic,42,9.6021,107.09,37.24,256,26.66,426,150,107,0.3521,1.4,False," 

Let me solve this problem.

Okay, let's see if I can. 

Okay, let me step by breaking it step by step.

Okay, let me step by breaking it down step by step.

Okay, let me step by step.

Okay, let me step by step.

First, step by step.

First, step by step.

First, step by step.

First, let me think step by step.

First, let me step by step.

First, step by step.

First, let me think step by step.

First, let me step by step.

First, let me think step by step by step.

First, let me step by step.

First, let me think step by step by step.

First, let me think step by step, step by step, step by step, step by step, step by step, step by step, step by step, carefully. 

Okay, let's see if I need to find the total number by breaking it step by step.

First, let me think step by step.

First, step by step.

First, step by step.

First, let me think step by step by step.

First, step by step.

First, let me think step by step by step.

First, let me think",False,True,captured
gsm8k_107,gsm8k,0.6B,0.5B,4,deterministic,42,14.0532,106.39,54.69,256,18.22,620,100,156,0.1613,0.64,False," 

Answer: <number>
Answer: 

Okay, let's try to find the answer: 

Okay, let me. Let me think
Okay, let me. Let's

Let me think
Okay, let me. Let's solve this step by step and then the answer: 

Let me think
Okay, let me. Let's solve this step by step and then the answer is                    1. Let me think
Okay, let me. Let's see the answer: 

Let me think. So, let me. Let's

Let me think. So, let me. Let's see the answer: 

Let's

Let me think. So, let me think
Okay, let me. Let's see the answer: 

Let's

Let me think. So, let me think
Okay, let's try to find the answer is 30 minutes.

To solve this step              1. Let's

Let's

Let me think. So, let me think:
Step 1: Calculate the total time. Let me think
Okay, let's try to find the",False,True,captured
gsm8k_112,gsm8k,0.6B,0.5B,4,deterministic,42,9.0771,107.61,35.17,256,28.2,400,157,100,0.3925,1.57,False," 

Let me think... First

Okay, let's break this is to find out how many lessons per teacher uses the whiteboard in the problem is to find out how many lessons per teacher, I need to find out how many lessons per teacher uses the whiteboard in the problem is to find out how many lessons per teacher per teacher uses the whiteboard in each teacher uses the whiteboard  I need to figure out how many lessons per teacher uses the whiteboard  I need to figure out how many lessons per teacher per teacher uses the whiteboard  I need to figure out how many lessons per teacher per teacher, I need to figure out how many lessons per teacher per day, I need to figure out how many lessons per teacher per day is to find out how many lessons per teacher per day is to find out how many lessons per teacher per day is to find out how many lessons per teacher per day is to find out how many lessons per teacher per day is to find the problem is to find out how many lessons per teacher per day is to find out how many lessons per teacher per day, each teacher has to find the problem is to find out how many lessons per teacher per day is to find out how many lessons per teacher per day is to find out how many",False,True,captured
gsm8k_113,gsm8k,0.6B,0.5B,4,deterministic,42,11.0822,108.45,43.03,256,23.1,491,132,124,0.2688,1.06,False," 

Okay, let's see.>

To determine the number > 

Okay, let's see the number > 

Okay, let's see the number > 

Okay, let's see the number > 

Okay, let's see the number of the number > 

Okay, let's see the number of flowers that is 25>
Okay, let's see the number of flowers that grew. 

Wait, the number > 

Okay, let's see the number > 

Okay, let's see the steps > 

Okay, let's see the steps below > 

Okay, let's see the steps below > 

Okay, let's>
Okay, let's see the number > 

Okay, let's see.>

To determine the total number of flowers that is 2*>
Okay, let's see the number of flowers that is 2*15>
Okay, let's see the number of flowers that grew.>

To determine the total number of flowers>
Okay, let's see the number > 

Okay, let's>
Okay, let's see the number of flowers that is, let's see the number > 

Okay, let's>
Okay, let's see the number of flowers that grew.>

To determine the total number of the number",False,True,captured
gsm8k_121,gsm8k,0.6B,0.5B,4,deterministic,42,11.0268,107.3,42.82,256,23.22,492,133,123,0.2703,1.08,False," 

Okay, let's see.>

Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the total number >
Okay, let's think>
Okay, let's see the total number of fruits >

To solve this problem, we need to find the total number of fruits they have a number >
Okay, let's see the total number >
Okay, let's see the total number of fruits >

To solve the total number of fruits >

To solve the problem step-by>
Okay, let's see the total number of fruits >

To solve the problem step by the total number of fruits >

To solve this is the total number of fruits they have a number >
Okay, let's see the total number of fruits they have a number >

Okay, let's see the total number of fruits >

To solve this problem solution here put your answer here >
Okay, let's see the total number of fruits they have a number >

Okay, let's think step-by>
Okay, let's see the total number of fruits they have a number >

Okay, let's think step-by-step explanation here put your answer here > 

Okay, let's>

Okay, let's see",False,True,captured
gsm8k_125,gsm8k,0.6B,0.5B,4,deterministic,42,9.3115,107.64,36.09,256,27.49,412,154,103,0.3738,1.5,False," Let's solve this problem step by step, step by step, and make sure to show all step by breaking it down step by step, step by step, and make sure to show all steps.

Okay, let's see how many ways. 

Okay, let's break it step by step, step by step, step by step, step by step, step by step, step by step, step by step, step by step, using a step at the same as a step at the same way step by step, step by step, using a step at a step at the same time step by step, step by step, using a step at a step at a step at the same time. 

Okay, let's break it step by step, step by step, step by step, step by step, using a step at a time step by step, step by step, step by step, using a step at a time.

Okay, let's break it step by step, step by step, using a step at a time.

Okay, let's break it step by step, step by step, step by step, using a step at a time step by step, step by step, step by step, step by step, using a step at a time",False,True,captured
gsm8k_126,gsm8k,0.6B,0.5B,4,deterministic,42,9.2672,106.57,35.92,256,27.62,411,153,104,0.3723,1.47,False," 

Okay, let's see.>

To determine the total number of saus>
Okay, let's see.>

To determine the total number of sausages>
Okay, let's see the total number of sausages>
Okay, let's see the total number of sausages>
Okay, let's see the total number of sausages>
Okay, let's see the total number of sausages>
Okay, let's see the total number of sausages>
Okay, let's see the total number of saus>
Okay, let's see the total number of saus>
Okay, let's see the total number of saus>
Okay, let's see the total number of sausages>
Okay, let's see the total number of saus>
Okay, let's see the total number of sausages>
Okay, let's see the total number of saus>
Okay, let's see the total number of sausages>
Okay, let's solve the total number of sausages>
Okay, let's see the total number of sausages>
Okay, let's see the total number of saus>
Okay, let's see the total number of sausages>
Okay, let's see the total",False,True,captured
gsm8k_132,gsm8k,0.6B,0.5B,4,deterministic,42,11.72,108.55,45.54,256,21.84,523,126,131,0.2409,0.96,False," 

Okay, let's see. 

Okay, let's>

To determine the total number of tickets they used 48484848>
Okay, let's see the total tickets>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the total tickets used > 

Okay, let's think>
Okay, let's think>
Okay, let's see the total tickets used > 

Okay, let's see the total tickets used > 

Okay, let's see the total tickets used > 

Okay, let's>

To determine the total number >
To determine the total number of rides>
Okay, let's see the total tickets>
Okay, let's see the total number >
To determine the total number >
To determine the total number of the total tickets used > 

Okay, let's>

To determine the total number >
To determine the total number of the total number >
To determine the total number of the total number of tickets they used 48 >
To determine the total number of the total number of tickets>
Okay, let's see the total number >
To determine the total number of the total number of tickets they used 48 >
To determine the total number >
To determine the total",False,True,captured
gsm8k_134,gsm8k,0.6B,0.5B,4,deterministic,42,13.3246,107.22,51.83,256,19.21,596,108,149,0.1812,0.72,False," 

Answer: <number>
Answer: 

Okay, let's see. 

Okay, let me. 

Okay, let me. 

Answer: <number>
Answer: 

Step                    1. 

Okay, let me. 

Answer: <number>
Okay, let me. 

Answer: <number>
Answer: 

Step 1. 

Answer: <number>
Answer: 

Step 1. First, find the answer: 

Okay, let me. Let me. 

Answer: <number>
Answer: 

Step 1: 

Step 1: Calculate the total cost per month is 4 car washes

Answer: <number>
Answer: 

Step 1. 

Answer: <number>
Okay, let's

Answer: <number>
Okay, let's see the answer: 

Step 1: 

Step 1: Calculate the total cost for the answer:                                     1. First, find out of car washes per year has 4 car wash",False,True,captured
