sample_id,task,draft,draft_config_label,k,regime,seed,latency_s,ttft_ms,tpot_ms,num_tokens,tokens_per_sec,total_proposed,total_accepted,n_verify_steps,alpha,B_eff,stopped_eos,output_text,gpu_stream_pipeline,gpu_stable_step_shapes,gpu_graph_capture
gsm8k_49,gsm8k,0.6B,0.6B,4,stochastic,999,8.8186,119.39,34.11,256,29.03,360,167,90,0.4639,1.86,False," Let's solve this problem. 

First, find the total number by breaking it down into steps. First, we need to find the total number of units in the problem step by step. First, find the total number of units in the problem step by step.

First, we need to find the total number of units.

First, we need to find the total number of units in steps. First, we need to find the total number of units.

First, find the total number of units.

First, we need to find the total number of units in the problem step by step.

First, we need to find the total number of units in steps:

First, we need to find the total number of units in the problem step by step.

First, we need to find the total number of units in steps. 

First, we need to find the total number of units. 

First, we need to find the total number of units in steps. First, we need to find the total number of units in steps. 

First, we need to find the total number by breaking it down into steps. First, we need to find the total number of units in steps:

First, we need to find the total number of units.

First, find the total number of",False,True,captured
gsm8k_55,gsm8k,0.6B,0.6B,4,stochastic,999,9.0744,118.71,35.12,256,28.21,371,163,93,0.4394,1.75,False," 

Okay, so Jean starts with 30 lollipops. So Jean starts with  Jean starts with 30 lollipops. So Jean starts with 30 lollipops. So Jean starts with 30 lollipops. So Jean starts with 30. So Jean starts with 30 lollipops. So Jean starts with 30. So Jean starts with  Jean starts with 30. So Jean starts with 30 lollipops. So Jean starts with 30. So Jean starts with  Jean starts with 30. So Jean starts with  Jean starts with 30 lollipops. So Jean starts with 30 lollipops. So Jean starts with 30. So Jean starts with 30. So Jean starts with  Jean starts with 30. So Jean starts with the problem. So Jean starts with 30. So Jean starts with  Jean starts with 30 lollipops. So Jean starts with 30. So Jean starts with the problem again. So Jean starts with 30. So Jean starts with  Jean starts with 30 lollipops. So Jean",False,True,captured
gsm8k_56,gsm8k,0.6B,0.6B,4,stochastic,999,13.6157,117.56,52.93,256,18.8,561,115,141,0.205,0.82,False," Also, he has  (120.50 cents. He has 10 dollars for the following items that he can he has 25 quarters, dimes and 3 candy bars that he can'tenough, 3 candy bars that he can't spendable to buy a soda for the week. How many candies that he can'toat homecoming to buy a coupon for 30 quarters, 36 candies that he can spend 125 quarters, dimes and nickels and 50 cents. How many times can he go to the movies?

Wait, the same amount of money left over 10 quarters, 25 cents.5 quarters, dimes and nickels in his 3 candy bars at homecoming shirts that he can't spend on his 25 cents.5 pounds of popcorn for the week. How many times can he go to the movies? 10 quarters, 3 candy bars that he can't spendable money for the week. How many candies that costum... 125 cents.5 dollars for the week. How many candy bars that costumers (1) 25 cents in his own 10 quarters, 5 quarters, d",False,True,captured
gsm8k_57,gsm8k,0.6B,0.6B,4,stochastic,999,12.3824,117.55,48.1,256,20.67,509,129,128,0.2534,1.01,False," 

Okay, let's see.>

Okay, let'solution>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think step-by>

Okay, let's think>
Okay, let's think step-by-5000- 10>

Okay, let's think>
Okay, let's see below >
Okay, let's think>
Okay, let's see below > 

Okay, let's think>
Okay, let's think > 

To determine the maximum number of boxes>

Okay, let's think > 

To determine the maximum number of boxes>

Okay, let's see below >

Okay, let's>
Okay, let's think step-by>
Okay, let's see below >
Okay, let's see below >

Okay, let's number >

To determine the maximum number of boxes>

Okay, let's see below >

Okay, let's> 

Okay, let's>
Okay, let's see below >
Okay, let's see below >

Okay, let's number >

To determine the maximum number of the number >

To determine the maximum number of the number here > 

Okay, let's number >
Okay, let's see below > 

To determine the maximum",False,True,captured
gsm8k_59,gsm8k,0.6B,0.6B,4,stochastic,999,10.0579,118.27,38.98,256,25.45,412,153,104,0.3714,1.47,False," Let's solve this step by step by step. First, find the total number of raspberries on step by step. First, we need to find the total number by step by step.

First, find the total number of clusters of fruit.

First, find the total number of clusters is step by step. First, we need to add the number by step. First, we need to find the total number by step. First, we need to add the number of clusters and then step by step. First, we need to find the total number of step by step. First, by step. First, we need to find the total number of clusters is step by step, step by step.

First, find the total number of raspberries are there step by step, step, by step. First, we need to find the total number of clusters is step by step, making sure we need to add the clusters first. The total number of fruit.

Step 1: Find the problem.
Okay, so step by step.

First, we need to step by step.

Step 1: Find the problem.

First, calculate the total number of raspberries on step.

First, we need to step by step.

First, calculate the total number of fruit.

First,",False,True,captured
gsm8k_62,gsm8k,0.6B,0.6B,4,stochastic,999,11.8056,118.85,45.83,256,21.68,485,135,122,0.2784,1.11,False," (Assume that 2 is the value of the pension is the rate is the value of the pension is the value of the company has no other factors: the company has a year is the number is the value of the pension is a year is the number of years she is not the case is a year is the number of years she will be the interest rate is the value of the pension is a year is the value of the pension is the number of years she has no effect of the value of the pension is the value of the pension is the value of the annual pension is the same company's pension is the value of the pension is calculated from the initial years after 1% of the value of the company is the value of the pension is calculated as a year is the time units = 0 years after 20 years,0 years is the time when she quits,0 years is the time periods of the value of the pension is the pension is  is the same company will be the annual payments are the same as the first  is the value of the pension is calculated as a decimal places of the pension is the value of the pension is calculated from the start of year is a year is the rate is the amount is a year is the rate of the",False,True,captured
gsm8k_66,gsm8k,0.6B,0.6B,4,stochastic,999,11.6529,117.49,45.24,256,21.97,478,137,120,0.2866,1.14,False," 

Okay, let's see. 
Okay, let's think>
Okay, let's see the total number of people > 

Let me think>
Okay, let's think>
Okay, let's see the total number of people >
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see below > 

Okay, let's think>
Okay, let's see below >
Okay, let's see the total number of people > 

Okay, let's>

To determine the total number of people>
Okay, let's think step by step-by> 

Okay, let's see below

Okay, let's think step by step-by> 122440>
Okay, let's see the total number of people > 

Okay, let's>
Okay, let's see the total number of people >
Okay, let's see below >

Okay, let's

Let me think through the total number of people > 

Okay, let's see the total number of people >
Okay, let's see the total number of people > 
Okay, let's think step by step-by-140>
Okay, let's see the total number of people>
Okay, let's>

Okay, let's think",False,True,captured
gsm8k_67,gsm8k,0.6B,0.6B,4,stochastic,999,10.7781,118.57,41.8,256,23.75,443,146,111,0.3296,1.32,False," Let's solve this problem.  step by breaking it down step by step, step by step, step by step, using the problem step by step, step by step, and find the number by breaking it down step by step by step, step by step, starting by breaking it down step by step, and make sure to show your step by step, step by step, and make sure to show all together. First, we need to find the total number of gems is as a step by step, step by step, and find the total number of gems in the problem step by step, step by step, and find the number by breaking it down step by breaking it down step by step by step, step by step, using the problem step by step. 

First, let's find the problem step by step.

Okay, let's see if the same as follows the problem step by step, step by step, step by step, and see how many total number by breaking it down step by step, step by step, and see if the total number of the step by step, step by step, and find the number of the problem step by step, step by step, and see how many gems step by step, and find the number by breaking it down",False,True,captured
gsm8k_68,gsm8k,0.6B,0.6B,4,stochastic,999,12.1663,118.43,47.25,256,21.04,500,131,126,0.262,1.04,False," 

Okay, let's see solution here >
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see solution >
Okay, let's think>
Okay, let's think>
Okay, let's see solution >
Okay, let's think>
Okay, let's think>
Okay, let's>

Okay, let's see solution >
Okay, let's see the number > 

Okay, let's

Let me think>
Okay, let's think>
Okay, let's see solution steps here >
Okay, let's see the number > 

Okay, let's>
Okay, let's see the number of the number >
Okay, let's see the number of teachers>
Okay, let's see the number of teachers >.
Okay, let's see solution steps here >
Okay, let's see the number of teachers >
Okay, let's>

Okay, let's see solution steps here > 

To solve this step-by- 120>
Okay, let's see the number > 

Okay, let's>
Okay, let's see solution >

Okay, let's>

Okay, let's

Okay, let's see the number of teachers >

Okay, let's see solution >

Okay",False,True,captured
gsm8k_69,gsm8k,0.6B,0.6B,4,stochastic,999,12.1552,118.77,47.2,256,21.06,499,131,126,0.2625,1.04,False," 

Let me solve this problem. 

Okay, so I need to find the problem step by step. 

Okay, so I need to find the problem step by step:
Okay, so I need to find out how much like a step by step:

Okay, so I need to find out how much like a mathem step by step.

Okay, so I need to find out how much like a math teacher. So, the total amount of money she receives a step by step. 

Okay, so Bailey receives a weekly allowance of $5 times. So, first. 

Okay, so the problem is as a step by step:

Okay, so Bailey receives a step by step:

Okay, so Bailey receives a weekly allowance of $5 per the problem step by step.

Okay, so Bailey receives $5 each step by step.

Okay, so the problem is a step by step. 

Okay, so Bailey receives $5 each step by step:

Okay, so the problem is step by step. 

First, I need to find out how much like a mathem. 

Okay, so Bailey receives a step by step.

Okay, let me think. Okay, so Bailey receives a step by step:

Okay, let me think step by step:

Okay,",False,True,captured
gsm8k_73,gsm8k,0.6B,0.6B,4,stochastic,999,13.8658,118.28,53.91,256,18.46,571,113,143,0.1979,0.79,False," (The interest is compounded monthly.)? Or not on the total 3 times per month.)

Okay, let's see. But the first for each month by the month by the month.)

Okay, let's say, but the total interest, but the payment-wise per month, and the payments.)

Okay, let's say, but the first for the first before the installments.)

Okay, let's say, monthly, but the installment.)

Okay, let's say, monthly. So, for each month by the month. But the total amount is not monthly.)

Okay, let's say, monthly. (The interest.)

Okay, let's say, monthly.)

Okay, let's say, monthly. Assume that the interest is compounded monthly.)

Okay, let's see the first for each month by the month.)

Okay, let's see the first month by the month. (The interest. The interest is compounded monthly.)

To be added at the end of each month by the month, but the monthly.)

Okay, let's see the first for the first month, but the principal and the first at the end of each month.)

Okay, let's say, monthly. The interest is compounded monthly.)

Okay, let's see the first month by month by the month,",False,True,captured
gsm8k_78,gsm8k,0.6B,0.6B,4,stochastic,999,12.4895,118.08,48.52,256,20.5,513,128,129,0.2495,0.99,False," (The better price is (The better price is the one that costs less per flower, for the same number of flowers per flower. (The better price is the lower, for 2. (The better price is (The better price is the price per flower, not the one that costs less per flower.)

To determine by buying 3 for 2 for 2 for the cheaper, for 3 for $3 for 3 for $2.50 per flower, not the one that costs less per flower per flower, not the lower price per flower, not the price per flower, not the price per flower, for the same number of flowers per flower.))
Answer: <number>
To determine by the cheaper per flower, for 1. A. (The better price is the lower price per flower, not the lower price per flower.))

To determine which one that which one?))

To determine which one? (The better price is (The better price is (The better price is the lower price per flower, not total cost per flower. (The better price is the one that which option 2. 2.50 for 2.50 cents per flower.))
To determine which package of course the lower. The better",False,True,captured
gsm8k_90,gsm8k,0.6B,0.6B,4,stochastic,999,11.5303,119.34,44.75,256,22.2,472,138,119,0.2924,1.16,False, Let's say that the... 20 adults and 5 children are 20 adults and 20. Let's say that the answer is 20 adults eaters are 20 adults and the answer is 20 adults eaters are 20 adults are 20 adults eaters are notations are 20 adults eaters are going to be 20.5 children are 20 adults are 20 adults and the answer is 220 adults eat 20 adults and 20 adults eaters are 20 adults are 20 adults are 20 adults and the answer is 220 adults are 20 adults eaters are all the answer is 220 adults are 20 adults and the answer is 220.5 children are 5 children are 20 adults eaters are alligators are 20 adults and the answer is 220.5 is 10 lbs of the answer is 225 children are notations are as much is 10 lbs of the answer is 220.5 children will beaveragric is 10 lbs of potato salad is 10 lbs of,False,True,captured
gsm8k_97,gsm8k,0.6B,0.6B,4,stochastic,999,11.9548,118.81,46.42,256,21.41,492,133,124,0.2703,1.07,False," 

Okay, let's see the number >
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see below >
Okay, let's see the number >
Okay, let's think>
Okay, let's think>
Okay, let's see the number >
Okay, let's>
Okay, let's think>
Okay, let's see the number >
Okay, let's see below >
Okay, let's see the number of tomatoes used>

Okay, let's think>
Okay, let's see the number >
Okay, let's see below >
Okay, let's>

Okay, let's see the number of tomatoes >
Okay, let's see the number of tomatoes Freda used 16>
Okay, let's see below > 

Okay, let's>
Okay, let's see below >
Okay, let's 6>
Okay, let's see the number of tomatoes Freda used 24>
Okay, let's think step by step-by-step>

Okay, let's think>
Okay, let's think through the steps go through the number >
Okay, let's see the number of tomatoes Freda>
Okay, let's think step-by-step reasoning steps > 

Okay,",False,True,captured
gsm8k_100,gsm8k,0.6B,0.6B,4,stochastic,999,9.8224,117.39,38.06,256,26.06,401,155,101,0.3865,1.53,False," 

Okay, let's try to figure out this step by step. So, step by step. So, the problem is to figure out this step by step. So, first, I need to figure out the problem step by step. So, the problem step by step. So, first to figure out this step by step. So, the problem step by step. So, step by step. So, step by step. So Jerome's see. So, first to figure out how to figure out this step by step. So, the problem is to figure out this step by step. So, first to figure out how many times. So, the problem step by step. First, I need to figure out the problem step by step. So, the problem step by step. So, step by step. So, step by step. So Jerome's see. So, Jerome's see. So, Jerome's solve this step by step. So, step by step. So, step by step. So Jerome's see. So Jerome's see. So, Jerome's see. So Jerome's see. So, Jerome's solve this problem step by step. So, first to understand the problem step by step. So Jerome's see. So, Jerome's",False,True,captured
gsm8k_107,gsm8k,0.6B,0.6B,4,stochastic,999,9.681,118.15,37.5,256,26.44,396,157,99,0.3965,1.59,False," Let's solve this step by step by step.

Okay, let's see. First, let's solve this step by step.

Okay, let's solve this step by step.

Okay, let's see step by step.

Okay, let's solve this step by step.

Okay, let's solve this step by step.

Okay, let's solve this step by step.

Step  by step.

Step 1: Calculate the total time.

Okay, let's break it step by step.

First, let's step by step.

Okay, let's solve this step by step.

Okay, let's see step by step.

First, step by step.

First, let's calculate the problem step by step.

First, let's calculate the problem step by step.

First, let's calculate the problem step by step, step by step.

First, let's calculate the problem step by step and step by step.

First, let's find the problem step by step.

First, let's calculate the total time he spent on step by step.

First, let's calculate the problem step by step.

First, let's calculate the problem.

First, let's find out.

Okay, let's see step by step.

First, let's calculate the problem step by step,",False,True,captured
gsm8k_112,gsm8k,0.6B,0.6B,4,stochastic,999,12.5206,118.37,48.64,256,20.45,514,126,130,0.2451,0.97,False," 

Okay, let's see the number >
To determine the number > 

Okay, let's see the number >
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the number > 

Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the number here >
To determine the number of cleanings > 

Okay, let's>
Okay, let's see the number > 

Let's>
Okay, let's think>
Okay, let's think>
Okay, let's see the number of the number >.
Let's>

To determine the number of lessons per day > 

Okay, let's>
Okay, let's see the number of cleanings per day. 

Final Answer>
Okay, let's see the number here >. 

To determine the number of cleanings>
Okay, let's see the number of the number of the number here >.
Okay, let's see the number of cleanings per day.
Let me solve this step by step >

To determine the number of lessons per day x >. 

To determine the number of lessons per day > 

Okay, let's think>
Okay, let's think step-by-12",False,True,captured
gsm8k_113,gsm8k,0.6B,0.6B,4,stochastic,999,13.6418,117.57,53.04,256,18.77,563,116,141,0.206,0.82,False," - Final Answer: < - Final Answer: <number> - Final Answer: <number> 

To solve this problem, please put your answer here > 

Okay, let's see. - Final Answer: <number> 

Okay, let me to be sure you need to be sure, - Final Answer: < - Final Answer: <

Okay, let me to be sure to be sure > 25> 

To solve this problem, we need to find the number > 12555> - Final Answer: < - Final Answer: <

Okay, let me to be filled in with the number >.
Okay, let me to be filled in with the correct answer here > 

Okay, let me think




Okay, let me the number >.

Okay, let me think here > 

Okay, let me think>
Okay, let me the number of the number > - Final Answer: < - Final Answer: <number> >

Step-by- Final Answer: < - Final Answer: < - Final Answer: <

To solve this problem, we need to find the answer here >.
Okay, let's value > - Final Answer: <number> 

Okay, let's answer here >.

Okay, let",False,True,captured
gsm8k_121,gsm8k,0.6B,0.6B,4,stochastic,999,12.8342,117.29,49.87,256,19.95,529,123,133,0.2325,0.92,False," 

Okay, let's see.>

To solve this problem, we need to find the total number of fruits>
Okay, let's see the total number > 

Let me solve step by step >

Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see below >

To solve the total number of fruits >

To solve step-by>
Okay, let's think>
Okay, let's see the total number of fruits >

To solve step-by>

Okay, let's think>
Okay, let's see the total number of fruits >

To solve this is 39649687>
Okay, let's see below > 

Okay, let's see the total number of fruits >
Okay, let's see below > 

Okay, let's see the total number of fruits they have a number >
Okay, let's see the total number of fruits >

Okay, let's see below >

Okay, let's>

Okay, let's see the total number of fruits >

Okay, let's see below >

To solve this problem solution > 

Let me think>
Okay, let's see the total number of fruits > 

Let me think through the total number of fruits >

To solve this is there are there are ",False,True,captured
gsm8k_125,gsm8k,0.6B,0.6B,4,stochastic,999,11.2097,118.78,43.49,256,22.84,459,142,115,0.3094,1.23,False," Let's solve this problem. 

Okay, let's see. 

Okay, let's step by breaking it step by step, step by step, step by step, step by step, step by step, step by step, using a step by step, step by step, step by step, step by step, using a step at your step by breaking it down step by step, step by step, using a step at your own step by step, step by step, using a step at a step by breaking it down step by step, step by step, step by step, using a step at a step at your own pace.

Okay, let's see how many ways. 

Okay, let's break it step by step, step by step, step by step, using a step at your step by step, step by step, step by step, step by step, using a step at a step at a step at the same way. 

Okay, let's break it step by step, step by step, using a step at a time step by step, step by step, using the same way as a step at the problem step by step, step by step, using the same way as the same as a step-by-step.

Okay, let's",False,True,captured
gsm8k_126,gsm8k,0.6B,0.6B,4,stochastic,999,10.2862,118.36,39.87,256,24.89,421,151,106,0.3587,1.42,False," Let's solve this step by step by step, by step.

Step 1: Determine how?
Okay, let's solve this step by step.

Step 1 by step by step.

Step 1 by step.

First, we need to find the problem together.

First, let's solve this step by step.

First, we need to find the problem together.

Okay, let's solve this step by step.

Step 1: Determine how?

Okay, let's solve this step by step.

First, let's find the problem together.

Okay, let's solve this step by step by step, by step.

First, let's solve this step by step.

Step 1: Determine how?

Okay, let's problem. First, let's find out.

First, let's find out.

First, we need to find the problem together.

Okay, let's solve this step by step by step, step by step, by step.

First, we go step by step.

Okay, let's see step by step.

First, let's find out.

Step 1: Find the problem together.

Okay, let's solve this step by step by step, and step.

Step 1: Determine how?

Okay, let's see step by step, step",False,True,captured
gsm8k_132,gsm8k,0.6B,0.6B,4,stochastic,999,9.7836,118.44,37.9,256,26.17,401,155,101,0.3865,1.53,False," Let's solve this problem. 

First, we need to find the total number of rides. 

First, let's see step by step. 

First, let's break it step by step. 

First, let's see step by step.

First, let's see step by step. 

First, we need to find the total number of rides. 

First, we need to find the total tickets used the first. 

First, we need to find the total tickets. 

First, we need to find the total number of rides. 

First, let's find out step by step.

First, let's find out step by step. 

First, we need to find the total tickets used by breaking it down step by step. 

First, let's find out step by step. 

First, we need to find the total number of rides.

First, let's find the total number of rides.

First, we need to find the total tickets used =  step by step. 

First, let's find out step by step. 

First, we need to find the total number by breaking it down step by step by step.

First, we need to find the total tickets. 

First, we need to find the total tickets used by each step",False,True,captured
gsm8k_134,gsm8k,0.6B,0.6B,4,stochastic,999,10.2738,118.37,39.83,256,24.92,421,151,106,0.3587,1.42,False," Let's solve this step by step by step:

First, find the problem. 

Step 1: Find the problem. First, find out.

First, find out how much.

First, find out how much. First, find out how much. First, find out how much. First, find out how much does step by step:

First, find out how much.

First, we need to figure by step by step: 

First, find the problem.

First, find out how much.

First, find out how much.

First, we go step by step.

First, find out how much.

First, find out how much. First, find out how much.

First, we need to find out how much does step by step:

First, step by step:

First, step by step:

First, find out how much.

First, find out how much does step by step. First, we go step by step.

First, we need to find out how much does step by step. First, we need to find out how much. First, we need to find out how much does step by step. First, we need to step by step:

First, step by step:

First, step by step:

First, step by step:

First,",False,True,captured
gsm8k_143,gsm8k,0.6B,0.6B,4,stochastic,999,14.7366,118.09,57.33,256,17.37,609,103,153,0.1691,0.67,False,"?

Okay, let's see.>

Okay, let me think>
Okay, let me.>

Okay, let meh>

Okay, let's see below >
Okay, let me think>
Okay, let me think>
Okay, let me to calculate the total cost including tax>
Okay, let meh>

Okay, let meh>

Okay, let'something>
Okay, let me think>
Okay, let me>

Okay, let's see below >

Okay, let's see the total cost including tax>
Okay, let meh>

Let me calculate the total cost after calculating the total cost of the total cost of the total cost of nonfood items are not sure. Let's cost of items + 218.>
Okay, let's tax amount >

Okay, let'something>
Okay, let's tax is 2430.0>
Okay, let's cost of nonfood items total cost of the total cost of items.>
Okay, let's cost of nonfood items + 20> 

Okay, let'something>
Okay, let'something>
Okay, let's cost is 20.0>

Okay, let'something>
Okay, let's see the total cost including tax>
Okay, let'something",False,True,captured
