sample_id,task,draft,draft_config_label,k,regime,seed,latency_s,ttft_ms,tpot_ms,num_tokens,tokens_per_sec,total_proposed,total_accepted,n_verify_steps,alpha,B_eff,stopped_eos,output_text,gpu_stream_pipeline,gpu_stable_step_shapes,gpu_graph_capture
gsm8k_49,gsm8k,0.6B,0.6B,4,stochastic,123,9.7325,118.46,37.7,256,26.3,397,157,100,0.3955,1.57,False," 

First, find the total number of units in a student needs to find the first, we need to find the total number of units in steps: 

First, we need to find the total number of units in the first, we need to find the total number of units in the steps: 

Step 1: Determine the total number of units are the following steps:

First, we need to find the total number of units in the first, we need to find the total number of units. We need to find the total number of units in the building, we need to find the total number of units in steps:

1, we need to determine the total number of units are the following steps:

Step 1: Find the total number of units are the following steps:

Step 1: Find the first, we need to find the total number of units, we need to first, we need to determine the total number of units are the following steps: 

First, we need to find the total number of units first, we need to find the total number of units in steps:

1. First, we need to find the total number of units are the following steps: 

First, we need to find the total number of units in the first, we need to",False,True,captured
gsm8k_55,gsm8k,0.6B,0.6B,4,stochastic,123,12.8886,118.29,50.08,256,19.86,527,124,133,0.2353,0.93,False," Also, what is the...? (The question is the remainder?

Wait, the problem asking here is the remainder?

Wait, the question seems like a typo in the problem asking for the remainder?

Wait, there is the remainder?

Wait, the question? (2nding of the lollipops? (total number of lollipops left over all together with the remaining number of the remainder?

Okay, let's see. (total number of lollip?

Wait, the question? (same as  remainder?

Wait, the remainder?

Wait, the question? (This is a. remaining number of lollipops left over lollipops left over lollipops left over lollipops left over all the remainder?

Okay, let's see. remainder?

Wait, I have  remainder?

Wait, the question that Jean has 30 lollipops left overal is the remainder?

Wait, the remainder?

Wait, the question? Also, what is the remainder?

Wait, the remainder? remaining number of lollipops left over lollipops left over lollipops left over lollipops left over lollipops? (a remainder?

Wait, the remainder? (remainder of",False,True,captured
gsm8k_56,gsm8k,0.6B,0.6B,4,stochastic,123,13.3559,118.46,51.91,256,19.17,548,120,137,0.219,0.88,False," Also, he has  (120. 3 candy bars of 10.5 quarters, 20.5 pounds of popcorn for the following items that he can he has 10 nickels and dimes and 1250.50. He has 120. He has 12 dollars for the week.50 cents.50 cents in his favorite movie tickets for the week. How many times can he go to the movies?

Wait, the same amount of money left over 150 cents in his own 15 quarters, 12 quarters, dimes and 15 quarters, 12 quarters, 15 quarters, 20.5 kilograms of popcorn. Wait, the 3 candy bars at homecoming to buy a coupon for 120.5 dollars for the week. How many times can he go to the movies?

Wait, the question says that he can spendable to save some soda for the week.20 quarters, dimes and nickels and 10 dollars for the week. How many times can he go to the movies?

Wait, the following items of 20 quarters and 10 dollars for the week. How",False,True,captured
gsm8k_57,gsm8k,0.6B,0.6B,4,stochastic,123,10.2744,117.64,39.83,256,24.92,419,152,105,0.3628,1.45,False," 

Step 1: Determine the total weight of the truck's step by step-by-step, we need to find the total weight of the truck's first, we need to determine the total weight of the following steps: 

First, we need to calculate the total weight of the total weight of determining the maximum number of boxes that can be broken down into steps:

1, we need to determine the total weight of the total weight of the total weight of the truck and determine the total weight of the first, we need to determine the total weight of the first, we need to determine the total weight of the total weight of determining the maximum number of boxes is to solve for the total weight of determining the maximum number of boxes, we need to determine the total weight of the total weight of the truck's total weight is to find the maximum number of boxes that can be broken down into steps: 

Step 1: 

Step 1, we need to determine the total weight of the first, we need to determine the total weight of the wooden bridge's step by step, we need to determine the first, we need to determine the total weight of the total weight of the truck and answer the following steps:

Step 1, we need to determine the first, we need",False,True,captured
gsm8k_59,gsm8k,0.6B,0.6B,4,stochastic,123,12.6901,118.4,49.3,256,20.17,519,125,131,0.2408,0.95,False," 

To find the total number of raspberries>
To find the total number of the problem solution here > 

Okay, let's see the total number of raspberries >
To find the total number of the clusters and then the total number >. 13676720>
To find the total number >
To find the total number >
To find the total number >
To find the total number of the total number > 
Let me calculate the total number >
To find the total number >
To find the total number of the clusters and then the number >
To find the total number of the problem solution > 

Okay, let's see the total number of raspberries>
To find the total number > 
Okay, let's think>
To find the total number of the bush has to be careful calculation here > 

Okay, let's see the total number of raspberries>
To find the total number >
To find the total number > 

Okay, let's see the total number of raspberries>
To find the total number of the problem solution > 

To find the total number >
To find the total number >.
To find the total number >
To find the total number >
To solve the number >
To find the total number of the total number of the total",False,True,captured
gsm8k_62,gsm8k,0.6B,0.6B,4,stochastic,123,12.7576,118.4,49.57,256,20.07,522,124,132,0.2375,0.94,False," (Do not round the (Do not round the answer.)

To solve this problem, we'll be the value.)

Okay, let's see. (Do not round the) value.)

To find the value of the pension.)

Okay, let's see the value of the value.)

Okay, let's see the value of the pension. Use the exact value. (Do not round the value.)

To compute, do not the answer. Keep the exact value. Do not round the numbers, value.)

Okay, let me

Okay, let's see the value. Do not the answer.)

Okay, let's see the numbers. Use exact value of the answer. (Do not round the value.)

To compute the answer.)

Okay, let's see. (Do not round the) answer. (Do not round the) answer. (Do not round. Do not round the final answer.)

Okay, let's see the answer. (Do not round the answer. (Do not round the numbers in the middle steps, (Do not round the) value. (Do not round the answer. Do not round the answer. (Do not round the answer. Do not round the answer. Use the answer.)

Okay, let's)

Okay, let's see the numbers at",False,True,captured
gsm8k_66,gsm8k,0.6B,0.6B,4,stochastic,123,11.6211,118.14,45.11,256,22.03,474,137,119,0.289,1.15,False," 

Okay, so step by step. 

Okay, so step by breaking it down into steps by breaking it step by step. 

Okay, so step by breaking it down into parts step by step. 

First, I need to find the first. So, first by breaking it down step by step. 

First, I need to find the total number step by step. 

First, I think step by breaking it down step by step. 

First, I think step by step. 

First, I need to find the total number of people. 

Okay, so step by step. 

Okay, so there are four step by step:

Okay, so that there are four schools. Each school has  step by step. 

Okay, so step by step. 

First, I think the first way: 

Okay, so step by step. 

Okay, so there are four schools. Each school has  step by step:

Okay, so there are four schools. Each school has two different ways:

Okay, so there are four schools. So, there are four schools have 1

Okay, let me think step by step. 

First, I think that there are  step by step. 

First, let me think. 

Okay, so",False,True,captured
gsm8k_67,gsm8k,0.6B,0.6B,4,stochastic,123,12.9434,118.53,50.29,256,19.78,530,124,133,0.234,0.93,False," 

Okay, let's see. Let's answer:  Answer:  Answer: 75

Okay, let's Answer: 5

Okay, let's answer: 5

Okay, let's see the number of gems =  Answer: 73
Okay, let's answer: 735

Okay, let's see. To solve:

Okay, let's see the total number of gems is the number of gems:  Answer: 7350

Okay, let's see the total number of gems is the answer: 60
Okay, let's see the total is the total number of gems is the answer to be careful step:  Answer: 64

Okay, let's answer is the number of rubies = 1

Okay, let's see. To find the total is the total is the number of gems = 175 + 

Okay, let's see the number of rubies is the number of rubies = 1

Okay, let's see the number of rubies = 1

Okay, let's see. Let's Answer: 75
Okay, let's see the number of rubies = 175
Okay, let's see",False,True,captured
gsm8k_68,gsm8k,0.6B,0.6B,4,stochastic,123,12.5737,118.4,48.84,256,20.36,516,127,129,0.2461,0.98,False," 

Okay, so step by step. 

Okay, so step by setting up an equation. So, first. 

Okay, so step by setting up equations step by step. 

First, I think in steps: 

Okay, so step by first. 

Okay, so that step by first. 

Okay, so the problem says, step by step:

Okay, so step by step:

First, step by step. First, I need to find the first. First, I think step by step. First, I need to find the number of teachers problem step by step. 

First, I think I think in steps:

First, the problem step by step. 

Okay, let me think step by step. 

First, I need to find the number of the problem step by step:

Okay, let me think 

Okay, so the first. So first. So, first. First, we have to see if I need to find the number of the problem step by step. 

First, we have to find the number of boys is a step by step. 

First, we have  step by step. 

First, we know that there are twice as a step by step. 

First, I think I need to find the number of students",False,True,captured
gsm8k_69,gsm8k,0.6B,0.6B,4,stochastic,123,13.8079,118.7,53.68,256,18.54,566,114,142,0.2014,0.8,False," 

Okay, let's see.>

To determine the amount Bailey started with > 

Okay, let's see below






To determine the initial amount > 

To determine the initial amount of the number >
To determine the amount > 

Okay, let's see the number >
To determine the amount >.
Okay, let's see below > 

To determine the amount > 

Okay, let's see the answer > 

Okay, let's see below >
To determine how much money did not enough to make sure> 

Okay, let's starting amount > 

Okay, let's see the number >
To determine how much money did Bailey starts with $750> 

Okay, let's see.>

To determine the initial amount of the number >
To solve the problem step-by>
Okay, let's see the answer > 

Okay, let's see.>

To determine how much money did Bailey start amount > 

Okay, let'st>
Okay, let's see the number >
To solve the problem step by step-by> 

Okay, let'something>
Okay, let's see the number >.
Okay, let's see the amount > 

Okay, let's see below >

To solve this is not sure to be filled in number",False,True,captured
gsm8k_73,gsm8k,0.6B,0.6B,4,stochastic,123,11.3472,118.01,44.04,256,22.56,463,140,117,0.3024,1.2,False," (Do not round the (Do not round the answer. (Do not round the answer. Do not round the. (Do not round the answer. Use the formula. (Do not round the (Do not round the (Do not round the) answer. Keep the answer. )

Okay, let's see. Do not round the final answer. (Do not round the) answer. Use the formula: answer. Keep 3-monthly)

Okay, let's see, answer. Keep the exact answer. Keep  answer. Keep the exact answer. Keep  answer. Keep  answer. Keep 2% of the amount. Use decimal places. Use decimal numbers in the middle steps. Do not round the answer. Keep the answer in the middle steps. Do not round the final answer to the nearest cent.)

Okay, let's see the final answer. Keep  answer. Keep at all steps. Do not round the answer. Keep the exact answer. Use the exact answer. Use decimal numbers)

Okay, let's see the answer. Use decimal.)

To answer. (Do not round the answer. Keep the exact answer. (Do not round the (Do not round the answer. Keep the answer as she total amount. Use 2% of the",False,True,captured
gsm8k_78,gsm8k,0.6B,0.6B,4,stochastic,123,13.0697,120.21,50.78,256,19.59,536,123,134,0.2295,0.92,False," (Do not round the) answer. (Do not round. (Do not round the answer. Do not round the answers. (Do not round the answer. Enter the answer as a. (Do not round the price per-flower price per-flower price per flower price per flower.)

Okay, let's see. (Do not round the answer. Use exact answer. (Do not round the answer.)

Okay, let me)

Okay, let me.)

Okay, let me)

Okay, let's see. (Do not round the) answer. Enter your answer. (Do not round the)

Okay, let me)

Okay, let me. (Do not round the)

Okay, let me)

Okay, let me)

Okay, let me)

Okay, let's) answer. (Do not round the) answer. Do not round the) answer. Use the answer. Use the answer. Use the exact answer.)

Okay, let me. (Do not round the answer. (Do not round the answer. Use decimal.)

Okay, let me check the answer. (Do not round the) answer. Round your answer. (Do not round the answer. Give your answer. (Do not round the answer. Enter a. 2.50",False,True,captured
gsm8k_90,gsm8k,0.6B,0.6B,4,stochastic,123,11.713,118.75,45.47,256,21.86,479,137,120,0.286,1.14,False," 

Okay, let's see.>

To determine the number >
Okay, let's see below >
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the number >
Okay, let's think>
Okay, let's see below >
Okay, let's see the number here > 

Let me think>
Okay, let's think>
Okay, let's see below > 

Okay, let's

Okay, let's see below > 

Okay, let's think > 

Okay, let's see the number >
Okay, let's see below >
Okay, let's see the number of the number >
Okay, let's see below > 

Okay, let's think > 

Okay, let's

Let me think>
Okay, let's see below >
Okay, let's see the number of the number here >
Okay, let's see below >

To determine the total pounds of potato salad > 

Okay, let's>

To determine the total amount > 
Okay, let's see below > 

Okay, let's think > 

Okay, let's>

To determine how many pounds of potato salad>
Okay, let's see below >
Okay, let",False,True,captured
gsm8k_97,gsm8k,0.6B,0.6B,4,stochastic,123,11.9708,118.02,46.48,256,21.39,489,134,123,0.274,1.09,False," 

Okay, let's see the number >
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the number >
Okay, let's think>
Okay, let's think>
Okay, let's see below > 

Okay, let's think>
Okay, let's think>
Okay, let's see below > 

To determine the number of tomatoes used 48>
Okay, let's think>
Okay, let's see below > 
Okay, let's see below
Okay, let's see the number >
Okay, let's see below >
Okay, let's see the number of tomatoes >
Okay, let's see below > 

Okay, let's think through the steps. Let's see the number >
Okay, let's think>
Okay, let's see the number of tomatoes used >

To determine the number of tomatoes used 6>
Okay, let's see the number of tomatoes used > 
Okay, let's see below >
Okay, let's tomatoes>
Okay, let's see the number of tomatoes used 6 >
Okay, let's see the number of tomatoes used >
Okay, let's see the number of tomatoes used > 
Okay, let's>
Okay, let's see the number of",False,True,captured
gsm8k_100,gsm8k,0.6B,0.6B,4,stochastic,123,10.4939,116.92,40.69,256,24.4,427,148,108,0.3466,1.37,False," 

Okay, let's see. 

Okay, let's step by breaking it step by step. 

First, I think step by step. 

Okay, let's break it step by step. 

First, I will step by step. 

Okay, let's break it down. 

First, I will step by step. 

First, I will be breaking it step by step. 

First, I need to find the first. 

Okay, let's see. 

Okay, let's break it down step by step. 

First, I need to find the total number of doorbell rings step by step. 

First, let's see. So, the first. 

Okay, let's break it down step by step. 

First, I need to find the total number of doorbell rings problem step by step. 

First, let's break it down step by step:

Okay, let's see if I can find the problem step by step. 

Okay, let's break it down. 

First, I need to find the total number of doorbell rings step by step. 

First, I will step by step. 

First, let's break it down. 

First, I need to find the total number of doorbell presses step",False,True,captured
gsm8k_107,gsm8k,0.6B,0.6B,4,stochastic,123,12.6311,118.63,49.07,256,20.27,516,127,129,0.2461,0.98,False," 

Okay, let's see. So, first, I need to find the problem step by step. 

Okay, let me step by first. So, first. 

Okay, let me step by step. 

First, I need to find out how many 30-minute episodes did a step by step. 

First, I need to find the problem step by step.

Okay, let me think in steps. 

Okay, let me step by step.

Okay, let me step by step. 

Okay, let me step by step. 

First, I think in steps. 

First, I need to find the same problem step by step.

Okay, let me think in steps. 

First, step by step. 

First, I need to find out how many steps. 

First, I will be step by step. 

First, I think I will be writing down the problem step by step. 

First, I think the step by step. 

Okay, let's step by step. 

First, I will be setting up an equation. Let me think. So, first. So, first. Let me think. So, the total time. So, first. So, the total time he watched  step by step. 

First",False,True,captured
gsm8k_112,gsm8k,0.6B,0.6B,4,stochastic,123,12.5707,117.97,48.83,256,20.36,515,128,129,0.2485,0.99,False," 

Let's>

To determine the number of cleanings > 

Okay, let's see. 

Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the number > 

To determine the number of lessons per day > 

Okay, let's think>
Okay, let's think>
Okay, let's think step-by>
Okay, let's think step by step-by> 

Okay, let's think>
Okay, let's see the number >
To determine how many times is the answer >.>

To determine the number >
To determine the number of lessons per day > 

To determine the number of lessons per day > * 48>
Okay, let's think step-by>
Okay, let's see the number of cleanings per day. Let's solve this is the number here >
To determine how many times is the total cleanings>
Okay, let's see the number of cleanings in a day.
Okay, let's think step by step-by> 248>
Okay, let's see the number of cleanings per day. 

Final Answer: <number>
Okay, let's see the number >
To determine how many times is the whiteboard_cleaning_count>
Okay, let",False,True,captured
gsm8k_113,gsm8k,0.6B,0.6B,4,stochastic,123,13.2174,117.76,51.37,256,19.37,542,121,136,0.2232,0.89,False," Also, what is the...? (same as 1000000?

Wait, the user's question? (it total number of flowers that Ryan's? (second question? (percentage of flowers that grew flowers that is the total number of flowers that is the total number of flowers per day when he plants 4th probability that a) total number of flowers that is 20thir average number of flowers that Ryan's value of the total number of flowers that he has he total number of flowers if 5 did not grow rate of growth of the total number of flowers that Ryan's value of 2nd of the total number of flowers that Ryan's area of the total number of flowers he number of flowers that Ryan's ratio of the number of flowers that Ryan's total number of flowers that did not grow? 12nd of the number of flowers that Ryan planted seeds he has in the total number of flowers he planted flowers per day growth rate of growth rate of growth rate of the average number of flowers that grew flowers per day rate of growth of the flowers that is the total number of flowers that are the total number of flowers that Ryan's? 

Wait, that 4th term for the second part of the number of flowers",False,True,captured
gsm8k_121,gsm8k,0.6B,0.6B,4,stochastic,123,12.3893,118.26,48.12,256,20.66,508,129,127,0.2539,1.02,False," 

Okay, let's see. Let's answer: 4

Okay, let's see. So, let's answer:  Let's answer: 5 apples and 8 oranges

Okay, let's see the total number of fruits is 1

Okay, let's see the number of fruits: 2

Okay, let's see the total number of fruits is 4

Okay, let's answer: 46

Okay, let's answer is 5 apples and 8 oranges: 4

Okay, let's answer is 43

Okay, let's see the total number of fruits is 3

Okay, let's see

Okay, let's see

Okay, let's see the number of fruits: 50

Okay, let's answer is 4

Okay, let's see the number is 4

Okay, let's see
Okay, let's see the total number of fruits is 5+8=  <number>
Okay, let's see the number of fruits is 5 apples: 4

Okay, let's see the number of apples: 4

Okay, let's answer is 45 apples: 4

Okay, let's answer is 47",False,True,captured
gsm8k_125,gsm8k,0.6B,0.6B,4,stochastic,123,10.9414,118.33,42.44,256,23.4,445,145,112,0.3258,1.29,False," Let's solve this problem step by step, step by step, using the information given. 

Okay, let's see how many ways. 

Okay, let's see how many spoons were the same as the example by breaking it down step by step, step by step, step by step, step by step, step by step, step by step, using a step by breaking it step by step, step by step, using a step at your step by step, step by step, step by step, using a step at your own step by step, step by step, step by step, using a step at a step at your own pace.  step by step, step by step, using a step at a step at the problem step by step, step by step, using a step at a time step by step, step by step, using a step at a time. 

Okay, let's see how many steps. 

First, let's break it step by step, step by step, step by step, step by step, using a step at a time. 

Okay, let's see how many steps.

Okay, let's see if it step by step, step by step, using the information step by step, step by step, step",False,True,captured
gsm8k_126,gsm8k,0.6B,0.6B,4,stochastic,123,11.7248,118.86,45.51,256,21.83,480,137,120,0.2854,1.14,False," 

Okay, so that. So, step by step. So, Dylan bought chicken sausages be writing down. So, Dylan bought chicken sausages be starting by first. 

Okay, so step by first. 

Okay, so that step by first. So, Dylan bought chicken sausages be writing down. So, Dylan bought chicken sausages = 38 chicken sausages be thinking step by step. 

First, I need to find the first. So first. So first. 

Okay, so that step by step. 

Okay, so Dylan bought 38 chicken sausages is step by step. 

Okay, so Dylan bought 38 chicken sausages = 38 chicken sausages = 38 chicken sausages be first. So, Dylan bought 38 chicken sausages be starting by first finding the first step by writing down the first step by first. 

Okay, so Dylan bought 38 chicken sausages is a step at home work step by first. 

Okay, so Dylan bought 38 chicken sausages = 38 chicken sausages problem step by step. 

First, Dylan bought 38 chicken sausages. 

Okay,",False,True,captured
gsm8k_132,gsm8k,0.6B,0.6B,4,stochastic,123,14.2001,117.9,55.22,256,18.03,582,110,147,0.189,0.75,False," 

Okay, let's see. Let's>
Okay, let's see, let's>

Okay, let's think>
Okay, let's think>
Okay, let's see the total tickets>
Okay, let's think>
Okay, let's think>
Okay, let's think>
Okay, let's see the total tickets used tickets>
Okay, let's think>
Okay, let's see the total number > 

Okay, let's think>
Okay, let's see the total tickets used by step-by>

To determine the total number of tickets they used 360>

Okay, let's see the total tickets used >. 

To determine the total number of rides>
Okay, let's see the total tickets>
Okay, let's see the total number >
To determine the total number > 

Okay, let's

Final Answer>
Okay, let's see the total tickets used >
To determine the total number of rides. Let's see the total tickets used >
To determine the total number of the total tickets>
Okay, let's see the total tickets used > 

Okay, let's see the total tickets used >
To determine the total number of the total number > 

Okay, let's> 

Okay, let's see the total number >
To determine",False,True,captured
